posting_date,work_year,job_title,ai_role_category,experience_level,employment_type,salary_usd,salary_band,company_location,region,employee_residence,remote_type,company_size,industry,ai_tools_required,yoy_demand_change,high_demand,ai_disruption_risk,data_note
2023-06-23,2023,Data Engineer,Data Engineering,Senior,Full-Time,160000.0,$120K-$180K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, dbt, Airflow, Snowflake",0.15,True,Medium,real
2023-03-21,2023,Data Engineer,Data Engineering,Senior,Full-Time,130000.0,$120K-$180K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, Spark, Delta Lake, MLflow",0.22,True,Medium,real
2023-12-14,2023,Data Scientist,Data Science,Senior,Full-Time,258000.0,$250K+,Canada,North America,Canada,On-site,Medium (50-250),Technology,"Python, Pandas, Scikit-learn, Matplotlib",0.1,True,Medium,real
2023-07-15,2023,Data Scientist,Data Science,Senior,Full-Time,190000.0,$180K-$250K,Canada,North America,Canada,On-site,Medium (50-250),Technology,"Python, XGBoost, SHAP, SQL",0.05,False,Medium,real
2023-09-17,2023,Data Scientist,Data Science,Senior,Full-Time,170000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Pandas, Scikit-learn, Matplotlib",0.07,False,Medium,real
2023-03-01,2023,Data Scientist,Data Science,Senior,Full-Time,135000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Spark, Databricks, SQL",0.08,False,Medium,real
2023-02-25,2023,Data Architect,Other AI / Data,Mid Level,Full-Time,167500.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"R, Python, SQL, ggplot2",0.05,False,Medium,real
2023-07-21,2023,Data Architect,Other AI / Data,Mid Level,Full-Time,106500.0,$80K-$120K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, SQL, Airflow, Snowflake",0.12,True,Medium,real
2023-07-17,2023,Data Scientist,Data Science,Senior,Full-Time,195000.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, SciPy, NumPy, Jupyter",0.1,True,Medium,real
2023-04-23,2023,Data Scientist,Data Science,Senior,Full-Time,160000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, SQL, dbt, Looker",0.05,False,Medium,real
2023-11-25,2023,Data Engineer,Data Engineering,Mid Level,Full-Time,146000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, dbt, Fivetran, Databricks",0.22,True,Medium,real
2023-09-11,2023,Data Engineer,Data Engineering,Mid Level,Full-Time,75000.0,$50K-$80K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Spark, Delta Lake, MLflow",0.3,True,Medium,real
2022-08-17,2022,Data Engineer,Data Engineering,Entry Level,Full-Time,59888.0,$50K-$80K,Netherlands,Europe,Netherlands,Remote,Large (250+),Technology,"Python, Kafka, Spark, Hadoop",0.22,True,Medium,real
2023-01-26,2023,Data Engineer,Data Engineering,Executive,Full-Time,286000.0,$250K+,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, dbt, Airflow, Snowflake",0.22,True,Medium,real
2023-01-14,2023,Data Engineer,Data Engineering,Executive,Full-Time,207000.0,$180K-$250K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, Airbyte, dbt, Snowflake",0.3,True,Medium,real
2023-05-20,2023,Data Analyst,Data Analytics,Senior,Full-Time,100000.0,$80K-$120K,United States,North America,United States,Remote,Medium (50-250),Technology,"SQL, Google Analytics, Python, Looker",-0.02,False,High,real
2023-06-19,2023,Data Analyst,Data Analytics,Senior,Full-Time,80000.0,$80K-$120K,United States,North America,United States,Remote,Medium (50-250),Technology,"Excel, SQL, Power BI, Python",0.03,False,High,real
2023-03-21,2023,Data Engineer,Data Engineering,Senior,Full-Time,223250.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Prefect, dbt, BigQuery",0.15,True,Medium,real
2023-09-07,2023,Data Engineer,Data Engineering,Senior,Full-Time,178600.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Spark, Delta Lake, MLflow",0.3,True,Medium,real
2023-12-24,2023,Director of Data Science,Leadership,Executive,Full-Time,353200.0,$250K+,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Spark, Databricks, Confluence",0.12,True,Medium,real
2023-10-13,2023,Director of Data Science,Leadership,Executive,Full-Time,249300.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, SQL, Snowflake, dbt",0.1,True,Medium,real
2023-06-18,2023,Machine Learning Scientist,Machine Learning,Mid Level,Full-Time,230000.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, LightGBM, CatBoost, Optuna",0.12,True,Low,real
2023-04-23,2023,Machine Learning Scientist,Machine Learning,Mid Level,Full-Time,220000.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Spark MLlib, Databricks, MLflow",0.12,True,Low,real
2023-12-14,2023,Data Scientist,Data Science,Senior,Full-Time,297300.0,$250K+,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, PyTorch, Pandas, Seaborn",0.05,False,Medium,real
2023-07-01,2023,Data Scientist,Data Science,Senior,Full-Time,198200.0,$180K-$250K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, Pandas, Scikit-learn, Matplotlib",0.1,True,Medium,real
2023-08-07,2023,Research Scientist,Data Science,Mid Level,Full-Time,210000.0,$180K-$250K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, XGBoost, SHAP, SQL",0.07,False,Medium,real
2023-09-08,2023,Research Scientist,Data Science,Mid Level,Full-Time,151800.0,$120K-$180K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, Pandas, SQL, Streamlit",0.05,False,Medium,real
2023-11-18,2023,Data Scientist,Data Science,Senior,Full-Time,200000.0,$180K-$250K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, Pandas, SQL, Streamlit",0.05,False,Medium,real
2023-06-09,2023,Data Scientist,Data Science,Senior,Full-Time,170000.0,$120K-$180K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, TensorFlow, BigQuery, Looker",0.07,False,Medium,real
2023-06-01,2023,Data Scientist,Data Science,Senior,Full-Time,317070.0,$250K+,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, R, Tidyverse, ggplot2",0.12,True,Medium,real
2023-08-22,2023,Data Scientist,Data Science,Senior,Full-Time,170730.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"R, Python, SAS, Tableau",0.08,False,Medium,real
2023-12-17,2023,Data Engineer,Data Engineering,Senior,Full-Time,128000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Trino, Iceberg, MinIO",0.18,True,Medium,real
2023-05-19,2023,Data Engineer,Data Engineering,Senior,Full-Time,81500.0,$80K-$120K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Prefect, dbt, BigQuery",0.22,True,Medium,real
2023-03-27,2023,Business Data Analyst,Data Analytics,Entry Level,Full-Time,21461.0,<$50K,Spain,Europe,Spain,On-site,Medium (50-250),Technology,"SQL, Power BI, Excel, DAX",-0.05,False,High,real
2023-12-06,2023,AI Developer,Other AI / Data,Senior,Full-Time,108000.0,$80K-$120K,Ukraine,Europe,Ukraine,On-site,Medium (50-250),Technology,"Python, R, SQL, Excel",0.05,False,Medium,real
2023-03-03,2023,AI Developer,Other AI / Data,Senior,Full-Time,60000.0,$50K-$80K,Ukraine,Europe,Ukraine,On-site,Medium (50-250),Technology,"Python, SQL, Airflow, Snowflake",0.05,False,Medium,real
2023-06-24,2023,MLOps Engineer,MLOps / AI Infra,Mid Level,Full-Time,134000.0,$120K-$180K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, Helm, Argo CD, Kubernetes",0.18,True,Low,real
2023-02-05,2023,MLOps Engineer,MLOps / AI Infra,Mid Level,Full-Time,124000.0,$120K-$180K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, Weights & Biases, DVC, Git",0.15,True,Low,real
2023-06-02,2023,Data Engineer,Data Engineering,Senior,Full-Time,171250.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Kafka, Spark, Hadoop",0.15,True,Medium,real
2023-06-20,2023,Data Engineer,Data Engineering,Senior,Full-Time,113750.0,$80K-$120K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Airbyte, dbt, Snowflake",0.18,True,Medium,real
2023-08-25,2023,Data Engineer,Data Engineering,Senior,Full-Time,165000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Spark, Delta Lake, MLflow",0.18,True,Medium,real
2023-07-04,2023,Data Engineer,Data Engineering,Senior,Full-Time,132300.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Trino, Iceberg, MinIO",0.25,True,Medium,real
2023-08-10,2023,Data Scientist,Data Science,Senior,Full-Time,225000.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Pandas, SQL, Streamlit",0.05,False,Medium,real
2023-09-10,2023,Data Scientist,Data Science,Senior,Full-Time,175000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, SciPy, NumPy, Jupyter",0.05,False,Medium,real
2023-06-24,2023,Data Engineer,Data Engineering,Senior,Full-Time,230000.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Azure Data Factory, Synapse, SQL",0.25,True,Medium,real
2023-03-21,2023,Data Engineer,Data Engineering,Senior,Full-Time,124500.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Spark, Delta Lake, MLflow",0.3,True,Medium,real
2023-10-11,2023,Machine Learning Engineer,Machine Learning,Senior,Full-Time,247500.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Scikit-learn, Feature-engine, SHAP",0.3,True,Low,real
2023-03-27,2023,Machine Learning Engineer,Machine Learning,Senior,Full-Time,172200.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Scikit-learn, Statsmodels, SQL",0.3,True,Low,real
2023-11-16,2023,Data Analyst,Data Analytics,Senior,Full-Time,175000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"SQL, Python, Tableau, Excel",-0.02,False,High,real
2023-12-26,2023,Data Analyst,Data Analytics,Senior,Full-Time,145000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"SQL, Metabase, Python, Postgres",0.01,False,High,real
2023-01-17,2023,Data Analyst,Data Analytics,Senior,Full-Time,148700.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"SQL, dbt, Hex, Snowflake",-0.02,False,High,real
2023-11-16,2023,Data Analyst,Data Analytics,Senior,Full-Time,125600.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, SQL, Tableau, Pandas",-0.05,False,High,real
2023-05-07,2023,Data Engineer,Data Engineering,Senior,Full-Time,145000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Trino, Iceberg, MinIO",0.15,True,Medium,real
2023-04-16,2023,Data Engineer,Data Engineering,Senior,Full-Time,115000.0,$80K-$120K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Azure Data Factory, Synapse, SQL",0.25,True,Medium,real
2023-09-03,2023,Research Scientist,Data Science,Senior,Full-Time,200000.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, Scikit-learn, SQL, Power BI",0.07,False,Medium,real
2023-09-26,2023,Research Scientist,Data Science,Senior,Full-Time,150000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, TensorFlow, BigQuery, Looker",0.12,True,Medium,real
2023-05-16,2023,Research Engineer,Other AI / Data,Entry Level,Full-Time,160000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, SQL, Spark, Power BI",0.08,False,Medium,real
2023-10-08,2023,Research Engineer,Other AI / Data,Entry Level,Full-Time,120000.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, SQL, Scikit-learn, Tableau",0.05,False,Medium,real
2023-04-12,2023,Data Analyst,Data Analytics,Senior,Full-Time,185000.0,$180K-$250K,United States,North America,United States,Remote,Medium (50-250),Technology,"SQL, Google Analytics, Python, Looker",-0.02,False,High,real
2023-07-03,2023,Data Analyst,Data Analytics,Senior,Full-Time,120250.0,$120K-$180K,United States,North America,United States,Remote,Medium (50-250),Technology,"SQL, Superset, dbt, Snowflake",0.03,False,High,real
2023-06-17,2023,Data Scientist,Data Science,Senior,Full-Time,275300.0,$250K+,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, TensorFlow, BigQuery, Looker",0.08,False,Medium,real
2023-04-21,2023,Data Scientist,Data Science,Senior,Full-Time,183000.0,$180K-$250K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, TensorFlow, BigQuery, Looker",0.08,False,Medium,real
2023-10-18,2023,Data Architect,Other AI / Data,Senior,Full-Time,170000.0,$120K-$180K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, SQL, Spark, Power BI",0.1,True,Medium,real
2023-02-11,2023,Data Architect,Other AI / Data,Senior,Full-Time,125000.0,$120K-$180K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, SQL, Airflow, Snowflake",0.05,False,Medium,real
2023-01-04,2023,Data Architect,Other AI / Data,Mid Level,Full-Time,167500.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, TensorFlow, SQL, AWS",0.08,False,Medium,real
2023-04-16,2023,Data Architect,Other AI / Data,Mid Level,Full-Time,106500.0,$80K-$120K,United States,North America,United States,On-site,Medium (50-250),Technology,"R, Python, SQL, ggplot2",0.12,True,Medium,real
2023-04-17,2023,Research Scientist,Data Science,Senior,Full-Time,250000.0,$250K+,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, SciPy, NumPy, Jupyter",0.1,True,Medium,real
2023-01-09,2023,Research Scientist,Data Science,Senior,Full-Time,200000.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, PyTorch, Pandas, Seaborn",0.05,False,Medium,real
2023-06-06,2023,Machine Learning Engineer,Machine Learning,Mid Level,Full-Time,135000.0,$120K-$180K,United States,North America,United States,Hybrid,Large (250+),Technology,"Python, CatBoost, Hyperopt, Pandas",0.25,True,Low,real
2023-04-24,2023,AI Scientist,AI Research,Senior,Full-Time,423834.0,$250K+,Israel,Middle East,Israel,On-site,Large (250+),Technology,"Python, PyTorch, Weights & Biases, Hydra",0.3,True,Low,real
2023-01-27,2023,Machine Learning Engineer,Machine Learning,Senior,Full-Time,216000.0,$180K-$250K,United States,North America,United States,Remote,Medium (50-250),Technology,"R, Caret, tidymodels, ggplot2",0.22,True,Low,real
2023-01-20,2023,Machine Learning Engineer,Machine Learning,Senior,Full-Time,184000.0,$180K-$250K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, PyTorch, Ray Tune, Weights & Biases",0.22,True,Low,real
2023-01-25,2023,Data Engineer,Data Engineering,Senior,Full-Time,180000.0,$180K-$250K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, AWS Glue, Redshift, S3",0.3,True,Medium,real
2023-08-02,2023,Data Engineer,Data Engineering,Senior,Full-Time,165000.0,$120K-$180K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, Luigi, Hive, Presto",0.22,True,Medium,real
2023-10-09,2023,Data Scientist,Data Science,Senior,Full-Time,185900.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, SQL, Scikit-learn, Tableau",0.1,True,Medium,real
